uuid,updated_at
dc5cbe10-99d3-71c5-4788-ee81cb564ddd,2016-08-10 00:46:01.082001
b73b9b01-5dcf-84d3-b4dd-4c648a746a25,2016-03-18 06:27:08.865086
05b901b4-889d-0354-5c18-580a996187cb,2015-12-04 12:57:04.955562
75cf2a3e-34c0-10ad-5dae-0795e2d0154f,2016-04-06 12:55:26.527092
02fb450a-fc7f-7238-b6f0-c13d67c21938,2015-12-04 20:01:53.674919
5c736978-ca74-1984-608b-2788b88d46ab,2015-10-09 04:23:58.953231
198ced8e-8c08-70c1-314b-2bcaaa49de98,2016-02-21 15:03:18.731153
02ca4d94-0721-d749-24dd-2839dac44e05,2016-02-01 12:35:41.699167
760d7ad5-cb56-1893-c3e0-f3e2147c4b40,2015-10-09 04:33:05.499138
65c5b19d-9c9d-3864-b1ac-7fa31ad928f9,2016-02-12 18:57:06.312583
fa5868c6-bcb0-f83c-1263-96f3dff260d6,2015-12-05 04:02:46.465537
69acbce2-b5d1-954e-d869-b7645611e821,2015-12-16 14:51:04.11215
d6fcade9-607e-2ecd-e4b7-c1da71cf0928,2015-12-05 04:19:34.577671
10abe385-2583-4fd1-c0c8-8b6f9ca54edd,2015-12-15 09:10:05.244673
f8892418-ad98-4935-dbdb-e11e45b8220c,2016-01-17 00:50:14.891664
44af4b04-ee58-217f-649b-ec930ef03c7a,2015-12-08 10:49:32.046953
ceb4388b-c733-2da9-7de0-12ecca32c47a,2016-02-21 14:59:11.519355
13b3170d-fc52-0120-2a5a-8194a55238db,2016-08-09 20:51:53.145181
e6d64da2-e25e-61c9-65c7-916ecef0debd,2016-01-17 02:47:07.64374
1ff13828-d4ff-672c-dc64-d4a5a2612b1e,2016-11-02 11:51:24.711649
0ebe40e5-8d55-dbd6-d814-6b74820cfddc,2016-08-10 04:48:14.210628
45237a7e-b1bf-64b8-5042-562775dd7526,2016-03-09 04:08:24.198257
b6440c9b-3593-9036-00b5-ae9eac3b29a1,2016-09-08 14:49:47.987221
2a1610b1-42ed-8c28-c230-d1eb0f056b31,2016-09-08 14:50:18.654743
0a492136-038e-eb0e-f59c-c546e0c8b3e3,2015-12-09 06:35:06.564108
c223fcc2-36b2-1bc5-b540-36eb3ee55d82,2015-12-09 04:04:50.857068
dbb87be7-0382-5444-1276-3eac14ad469d,2015-12-09 04:34:02.726494
831b7ecc-1307-7053-57a1-68b1e64f4a1c,2015-12-09 04:35:17.246846
2fe8edb6-4846-5e26-01d2-729da69be2c9,2016-03-09 05:00:48.142848
9213d12c-332f-081f-0558-8f11ebdfa35f,2016-08-10 03:58:32.917879
a84b6b1a-c3f7-a5a0-3a87-044b6e03e599,2016-02-22 12:25:57.606284
c97dc5de-edaf-7753-9580-70afe25881d6,2016-08-10 04:17:46.278463
79ce6111-6001-93a1-4ac2-466db61a558d,2016-03-09 05:45:37.471582
99dffb42-b716-a4f2-c4cd-8c42c6b25e52,2016-09-08 14:46:07.445475
1f59123e-6379-abfc-6cae-3e4c9a54b785,2016-09-08 14:48:07.60078
e72f21d0-d21a-816c-430c-4f6c58f77d98,2016-09-08 14:48:37.038553
299b0e94-7bf5-4fc1-635e-c83f35f09971,2016-09-08 14:49:14.48351
3edd954d-8336-5562-1ed4-b7c86b4e5388,2016-08-10 03:59:03.341443
ade198ef-2a66-9ff0-c8ab-cf9cd8ca3103,2016-08-10 04:09:06.648668
37914758-cfaf-4437-0853-9ec9d765d648,2016-02-13 04:15:34.348005
3b63b128-f0fc-bef9-7ba5-20cf290138dc,2016-02-22 04:02:17.837293
97056e89-f5c0-08c6-0ce0-8f26ecb9395f,2016-01-09 04:06:18.948816
b5bee71e-4dfe-35cd-80c4-8358d1b7eefb,2016-02-22 04:05:44.309057
d3ec862b-d0ac-538f-577d-508bd710f21f,2016-02-02 06:15:34.293026
f41183a3-0177-2ddd-4c9b-2fe2e578b7e0,2016-02-02 07:22:03.254707
0c2bde6d-c00e-c043-f4c2-21d090c0b334,2016-02-02 06:12:53.861524
d907d63c-31b6-9d4b-ba22-aa2938e6037a,2016-02-02 07:24:08.42442
1b1f1df4-5452-faac-7c6a-5da5e4401999,2016-02-02 06:29:29.332478
6462c4c1-4370-cd8e-f870-06b5db1a891f,2016-01-05 23:53:22.282759
f4920796-bf55-7ee2-db78-512c70c033a5,2016-02-02 07:35:34.071735
92bc6ec2-1c2e-80be-f505-ab8161c842ee,2016-02-02 06:37:18.692132
060f88cf-c74c-fbf2-fc1e-7644e07165e3,2015-12-05 10:26:47.10223
31dad326-3ee8-d23f-d048-06702bd8c77c,2016-01-09 04:10:00.774637
5f794709-f027-4755-a7a6-2db98db9b01f,2015-12-15 12:40:36.005893
e50b7c60-3c21-8d55-db3b-8983ee4bb15c,2016-02-02 07:39:44.09064
102c72c8-3a95-6313-aefb-607345a7cc7f,2016-01-17 07:46:58.997896
5729f87c-c2b0-2695-54a2-bf8b09e2304e,2016-01-17 07:49:33.700496
a673c8f5-5412-0d9e-2d50-554bf980fd24,2015-12-09 06:52:48.261817
1ac8db7c-b70d-b1fe-3ab9-323971fd20fb,2016-03-10 03:05:01.744253
b3f34be6-1856-e12a-ecce-1110a2e19e68,2016-03-10 03:03:47.955997
1a5a27e2-6205-1358-595e-d53f1bd3ea03,2016-02-02 07:31:58.25
4e79425b-6421-7e36-1d3b-44b764f14a70,2016-06-22 09:08:14.43239
0d5fbbe4-e29a-9b60-b6a2-0861d21aed36,2016-09-26 07:18:05.986432
b6e44e0c-453d-d2a6-eeb3-f44a2f975df1,2015-12-15 16:49:49.427354
7f8a3f7c-979b-269b-f717-7dabdb66741f,2015-12-15 16:50:35.347109
e0a41d86-193b-d012-31ad-3bda0413d4d1,2015-12-15 16:51:24.981241
4f1dcf3e-d436-4d2d-3578-77cfab92d448,2015-12-15 15:37:53.102505
1db53da3-c625-dd74-1b12-555fed4357cb,2016-02-02 05:15:28.528068
3cd5af80-a012-874f-0183-19768be3c908,2016-08-10 07:28:31.396849
631d77b3-24ab-73a7-e477-0afdf9d8e80d,2016-09-23 14:31:43.661983
9ed4348c-377d-6094-ce4d-e34e3b40201a,2016-09-09 04:09:00.243452
6fc99a93-1ee5-3466-595a-0a2740f3735d,2016-07-08 23:52:04.346287
7891194c-4aba-38f8-2192-f85bc386311b,2015-12-15 11:28:06.127622
80bcc6c2-b8d3-6299-b7fd-5718da44206c,2015-12-31 03:57:51.819918
831c97cb-f5fd-c7f9-3276-e13f08a7cf0c,2015-12-31 06:43:15.026775
9ca930c0-51ff-e8b8-357f-d53661b61432,2016-06-28 04:35:25.604044
63bc16fa-e714-d835-b1e7-7ab82299402a,2016-01-13 12:50:38.078483
98295eaa-bdd6-bcc0-4fca-e32e2cb9b854,2016-03-09 09:21:32.715611
ff071a71-0f4c-19f5-fc6a-b1ecab3d26db,2016-09-26 12:27:06.355719
f7c09b82-fe5d-865b-d840-6825ea62dcde,2016-08-11 04:08:38.632689
12b1f9e1-12e6-7c81-d1de-3de66d134dae,2016-08-10 12:05:24.272359
07bae672-218f-c034-c056-14aa6b2e5b93,2016-02-02 07:30:03.155205
f387c05a-46a0-4bc3-c657-cc88aef5ed3c,2016-02-02 07:33:12.21132
d2b20efe-2174-293f-be58-d27dc3ab07f6,2016-02-02 07:34:40.923951
03a5d9d4-6e64-85ac-c259-7484f9375c3d,2016-09-09 04:29:15.152566
8ce31ab8-3e00-8559-5f48-58486887a9b4,2016-11-03 16:55:08.965146
78ee5025-0d8f-b060-cdea-3d8cdb8bb967,2016-01-06 05:44:54.039016
64ba2248-9da6-c664-db78-6a1cb82952c7,2016-09-26 14:39:44.237993
be91f545-e6ba-f0d6-ba07-7c67057da077,2016-09-26 15:05:51.177956
6efd74be-8627-7278-e488-7340d4e843e8,2016-09-26 11:44:16.912671
e9ac0b2d-0814-39f7-f971-8734d0fc634f,2016-01-14 01:29:34.81233
306aefb6-a39c-90cf-fb48-7afc9e4e8241,2016-01-23 00:01:13.388534
45af6121-a603-4df5-c1c9-eae94f448612,2016-03-25 18:34:28.79429
38527231-f18b-69ec-50b9-0c51dbcec79a,2016-08-10 18:51:58.803486
02b953bf-08ee-ad6a-8c0a-e321b933eb70,2016-08-10 23:22:29.979377
7668e9d8-9b86-7f4c-9fab-59eb11d40716,2016-11-07 04:36:19.042499
58a82be4-c6dc-e182-ce68-030a68e55e77,2016-11-07 16:44:49.075123
b0b0bccc-5f0f-b18e-9d31-86e7cf43c26f,2016-09-26 17:41:17.026594
d78397d9-3588-1ac7-c9f3-97094185672a,2016-01-14 01:26:33.503517
7c8061c3-b6f0-31ec-eccf-1857e1efd2e8,2016-01-14 01:28:26.738957
df12f18d-bd5d-0fb8-852d-4951eb54e96b,2016-09-27 04:49:16.387513
5a31db3f-ab59-3f0b-4880-6c6d318a5cee,2016-02-13 12:53:06.121993
b955ca1f-8c8a-ca74-3552-30d657f61089,2016-09-27 05:02:58.141884
ae43f2ed-8c00-8af4-14d5-b823c91dc639,2016-09-27 06:20:28.530942
0fe25f8b-65ac-4568-2931-31676af5ecf6,2016-11-17 08:16:37.266928
b92e53f1-45ab-3922-6b9f-13f97b7b9cee,2016-10-26 19:07:04.554708
70d0b08c-95ed-3c01-d9f7-dde126ee19c3,2016-03-09 12:30:40.157197
e825f165-6b12-441f-d7ad-714d2cbb377b,2015-12-16 04:14:01.142137
cf730ef6-3000-8c8b-93ce-c6a2129d7ec3,2015-12-16 04:20:48.652007
587a8986-43b3-9db2-28e4-70cc24fe4106,2016-08-10 23:23:15.448885
57680e91-bbaf-8d76-4e4f-320cc2dcea4e,2015-12-16 05:28:04.46449
c3295604-19a5-8193-e801-6ea935b9141e,2015-12-21 07:12:36.786009
e2d534a2-da3d-dd2a-f99c-cc6a2b4e17d7,2015-12-16 05:52:35.679615
5d73416d-b7b9-b3cc-aa95-fb04fd161c9b,2015-12-16 05:51:37.230072
fa858d98-69dd-83f2-9aea-fc1a5e8bc69e,2016-01-20 16:36:44.816726
2fd79995-8ac5-f659-e3cc-c72091b3a0ad,2015-12-16 06:43:30.27506
262b28bd-8bc3-8b50-7cbc-06e6da63c9e7,2016-08-11 08:18:59.355707
08667ca8-78cb-f940-3ac3-b8538e4841ff,2016-08-11 08:19:22.489112
4aba61f5-aebe-89b1-35f4-5db214a5f57c,2016-08-11 08:20:15.178342
7fbd3db8-535c-81ae-2601-d3946c873dce,2014-04-20 12:19:45
cabee142-4ea7-c25f-b7b2-295071ada8c2,2014-04-20 12:19:45
a733e762-ff89-4389-207e-2da251c42496,2014-04-20 12:20:15
7b48c7c6-789f-f63c-154f-86b1503a5e62,2014-04-20 12:20:10
1a27a7ad-65b6-6be3-36cf-d861aaf22cfa,2014-04-20 12:19:44
37d7fdd1-4bda-7e69-0893-ccee3e4a00c3,2014-04-20 12:19:45
46bfc14c-c046-4199-33e1-f7365a561f2f,2014-04-20 12:19:45
6c56dde2-eb3d-3240-3b22-1b53dc7c5016,2014-07-01 14:29:41
d91cbd83-86f7-0a3d-3ab7-cef799fcccad,2014-10-07 21:40:18
82debd84-8e02-b4e9-4e9a-8eb63a8e925f,2014-04-20 12:19:45
c150731b-6c90-0d34-2c59-6e9df088926c,2015-07-08 20:53:52
07b5687d-7c7d-d53a-cc88-aa86014f8293,2014-10-28 21:03:48
a34fe658-1c45-2630-6542-7d85d0c35067,2015-04-17 00:18:04
9219c27e-2a06-34bd-4a83-617267e1ed0a,2014-04-20 12:19:46
fd9c4ef1-8935-f12a-7b1d-5b28b2b602b8,2014-04-20 12:19:47
f698f9ed-ac76-5e0a-b87f-2984ee1415f0,2014-04-20 12:19:47
4f691975-3016-24d2-bded-706b125253b0,2014-04-20 12:19:47
d952a422-c944-3784-b6d2-dee2d3fb87fb,2014-04-20 12:19:47
58eef7e3-a88c-d8b6-73d8-ce06eb9c82ca,2014-04-20 12:19:48
27a48a68-e453-949e-fd34-eef8a01db8fc,2014-04-20 12:19:48
24952412-a998-f118-f7a0-b62afab56654,2014-04-20 12:19:48
4fd5a175-1b1e-9997-837d-527e3421076a,2014-04-20 12:19:48
ada30bd3-6e2f-388e-de4c-365163056d28,2015-08-07 16:29:03
68ed7b99-ebe8-7a01-b6d0-e9c5b81463ee,2014-04-20 12:19:49
402ed538-8487-fa10-d9b9-0a3a11e3413f,2014-04-20 12:19:49
ca3a5803-4b42-41e7-ed73-b7516f1bae79,2014-04-20 12:19:49
ed9b802e-b5e7-8f21-abdd-1e732682e392,2014-04-20 12:19:50
79c30012-441b-f4ad-2748-ec37ae31e2f0,2014-04-20 12:19:50
cae1ad58-2a9f-8390-f889-fe59d6d83c31,2014-04-20 12:19:50
40714a47-8c8f-ae29-f35d-e4c5904126f7,2014-04-20 12:19:51
767efc72-10b5-5f94-790b-9fc71f1b7c8d,2014-04-20 12:19:51
95a20ada-e6ce-e86c-b233-62af2e10831e,2014-04-20 12:19:51
5e307129-f235-51d2-770e-3bf3ba256107,2014-10-14 22:17:24
b4775bff-a6ba-22ad-834f-704fc81f22a4,2014-04-20 12:19:51
2076f982-6339-4219-c5e1-8ab702c8bfcc,2014-04-20 12:19:52
deaacc29-976a-08a8-507e-7e7fa975e6c0,2014-04-20 12:19:52
f244520b-5c29-110b-009c-efaa1d16ec3d,2014-07-09 19:29:25
44fce92b-0764-3832-93ac-6802d3aa8c5a,2014-04-20 12:19:53
60598669-9745-8746-2002-a4576a2f6262,2014-04-20 12:19:53
a2c06506-15e2-32d9-6e83-b68020aa42bd,2014-04-20 12:19:53
509f963e-6361-e55f-d131-817492a39077,2014-04-20 12:19:53
41bc671d-4f97-d663-2f28-94cc258370db,2014-04-20 12:19:53
eeef4e95-a170-7e54-8b5b-416bd551a51d,2014-09-12 16:14:03
5779c57e-6f31-bfdd-221c-910f3678e199,2014-04-20 12:19:54
b5f1ece7-4f3a-7062-9bc4-3898b1aa7e5f,2014-04-20 12:19:54
cf84250a-a2b1-311d-acec-e86bd70a0719,2014-07-22 22:06:31
55a02bc1-0c05-6180-e446-48d9878f74bc,2014-04-20 12:19:54
e0628f43-6bb3-adc2-7d68-76c83e2b8603,2014-04-20 12:19:54
6bf1ca68-b3c5-d6c5-a0bb-82bb9749fafc,2014-04-20 12:19:55
1e8ae63a-578c-4f77-2ef6-95f0df359ee3,2014-04-20 12:19:55
61212d74-e971-a5a2-08f0-517b24f45c03,2014-04-20 12:19:55
df2be902-85b2-a0e3-ff83-c1f9fc4a5ffb,2014-04-20 12:19:55
1f15b4a0-56e5-3015-95a9-9b23b872eed9,2014-04-20 12:19:56
201668fa-cda8-5a4a-43e8-4a5840cf43e0,2014-04-20 12:19:56
dbfca796-580f-87b9-3953-84b91a2e01df,2014-04-20 12:19:56
16895dff-2b0d-27e6-9b98-9da7a0b2a74c,2015-07-22 02:09:03
274da8a6-4556-8aab-65db-dac128cbf5f9,2014-04-20 12:19:57
ee189e89-75d4-7146-e5ea-15b3f6bd0c3b,2014-04-20 12:19:57
02fc8459-5b67-8e36-5ec0-466d246ef68e,2014-04-20 12:19:58
5abca21a-98eb-b998-0d44-96c525e0476d,2014-04-20 12:19:58
f7e0bfd7-a11c-cc50-70c5-cd2e850642a5,2014-04-20 12:19:58
d301f22a-60fa-d9bb-d8c3-676a0ffa9f69,2014-04-20 12:19:58
6a59ec91-bdae-4547-465e-2e89ad0c528f,2015-04-09 05:42:57
97d45fb6-d22f-f2cb-49ad-42319d913724,2014-04-20 12:20:15
f320ee91-7985-df84-8efa-5325cb4f5e38,2014-04-20 12:19:59
d8a24ae6-3d5b-8fd0-5cc0-bac6f2efe067,2014-04-20 12:19:59
cb6412b2-7cb2-4500-079a-48db6d66e3a5,2014-04-20 12:20:00
b787817f-c8c4-cfd4-11fb-f43ed2fc36fd,2014-04-20 12:20:00
2fe34ce7-16a2-f1b1-8476-9e6c9e2f04d5,2014-04-20 12:20:00
be13fd73-2b4b-5d0e-57bd-4d4574af4871,2014-04-20 12:20:00
6335821d-8e7b-ab9a-127b-7a9309f2d4ef,2014-04-20 12:20:00
d6830e8a-8cd6-2096-ab38-cb51bf0ae73d,2014-04-20 12:20:26
9ba08452-d04a-3c9e-433f-88d3674fb2f9,2014-04-20 12:20:01
9886d5dc-a38a-71c3-542f-f644e18c3cdd,2014-04-20 12:20:01
4bb42eac-6eb4-3f9e-40e6-5aaaf4c7b897,2014-04-20 12:20:01
79bc3573-dacf-fa7c-71a2-c27230a6d1ea,2014-04-20 12:20:01
376b1bc6-7117-4ce2-db4a-ba5c3aa6a78a,2014-04-20 12:20:02
8dee474d-7b87-3164-a1de-e30b9f0eae82,2014-04-20 12:20:02
b132ab68-2ee6-6e1b-ce21-e47561e2959a,2014-04-20 12:20:02
b7eeb731-7cf7-af1b-8109-e1e8babea892,2014-04-20 12:20:03
4e55d764-08ef-fa2c-b22f-1a8b8ab240b9,2014-04-20 12:20:03
96e58cc5-c3d7-8a08-6b57-4b945b7c45f9,2014-04-20 12:20:03
037557bf-840f-e9aa-7ddd-c9aeae137665,2014-04-20 12:20:03
3949a1e7-639c-3154-30d3-15e9e35b3b06,2014-10-27 19:27:44
ec065e6c-9f62-9e32-de71-d1068601e34a,2014-04-20 12:20:10
81fb6da5-1e46-12bd-ea4c-b9f4ff58d7f7,2014-04-20 12:20:04
aac50d5f-900e-883d-69e4-12c56868cff8,2015-09-05 09:19:42
44d0f8f0-3e40-daec-340e-281a9ad714d5,2015-03-25 18:55:30
e78c1b8a-d3fe-96f2-ec93-1bcfd2d71c50,2014-04-20 12:20:05
e6d13327-bdba-0fc3-641b-3ec5f3946854,2014-04-20 12:20:05
b64d9c6e-294e-2406-2c1f-f0f38ee0eaa4,2014-09-10 23:17:08
025eb5ed-28b4-8f66-18da-dc330e632678,2014-04-20 12:20:05
bba4e32a-3b2d-e7a7-91a0-ad450b977005,2014-04-20 12:20:05
51d1656f-539d-6980-5ffb-60eae9ced4ac,2014-04-20 12:20:06
080c723f-a463-20a5-b6b6-c94d30436b8b,2014-04-20 12:20:10
0db3d0cd-f6fd-f8d4-97f0-89a71c2658f5,2014-04-20 12:20:06
485bd089-4580-0514-db89-c8a9fdfe773b,2014-04-20 12:20:06
fe00709a-6a16-06f8-0ef5-746bb6f034e5,2014-04-20 12:20:20
260d8e85-c9de-e858-dcfc-4ca4f7606788,2014-04-20 12:20:06
bb586f3e-7e2e-ab29-6323-adcc96f3f16e,2014-04-20 12:20:06
93d60859-6ecb-d22c-2228-1cdf22e12fba,2014-04-20 12:20:07
d65c6b01-d3fb-ac1b-c0dc-6dcd1f390998,2014-04-20 12:20:07
30f81e91-68a8-a8d2-f437-51776d9d6917,2014-04-20 12:20:07
3d0c94f6-9cdf-9031-cf5b-62a88ac1c8f2,2014-04-20 12:20:07
753cd324-f257-0029-4c6c-89271f8e900a,2014-04-20 12:20:07
1ffa8245-bd19-8aa9-d3d8-4e5712ec4a56,2014-09-11 17:11:54
5f03d972-f703-bf10-16d9-a037849be31d,2014-04-20 12:20:26
9025d2b1-be25-c7fb-58fe-e3189ad0d8b7,2014-09-12 16:03:39
7548a49e-d4a0-4b34-2799-e9464363cc19,2014-12-16 16:57:15
e2606fd9-12ee-16ed-91fa-e3d3a4ceadca,2014-09-16 22:26:31
c74f03cf-fc4b-597d-3dc7-7bbea6101547,2014-04-20 12:20:09
a4407c09-154e-7558-d5f7-98751bbb39dd,2014-04-20 12:20:09
5e25e4c3-531d-8e01-9125-dcdac4d2a28a,2014-04-20 12:20:09
de63d106-1343-9407-ff65-86507a29aca0,2014-04-20 12:20:10
9fd3f185-19f8-93f4-fd6b-4cd087d7b736,2014-04-20 12:20:11
53448e29-8986-ddd3-1a4b-38f180938bf2,2015-07-10 07:07:07
ec88b13b-0bd3-7272-46f3-4d508e162e84,2014-04-20 12:20:11
a746d52b-642a-8791-3401-5251070bc8d9,2014-04-20 12:20:11
166ea523-c57f-4cd4-fce7-145f47837e5e,2014-04-20 12:20:12
fe52bf18-a5a0-a658-a8d2-b6c4f5b58c2f,2014-04-20 12:20:12
3605329d-e2ee-2843-82d8-90b924846e53,2016-06-23 11:44:25.166081
48965285-a1a0-de0e-2dea-6af722dae271,2016-09-11 00:48:55.214598
87c5c2e7-58c5-d8e1-b702-d82674a03ce9,2014-04-20 12:20:13
0cb88172-2f2f-fdd0-1711-4709c37266b1,2014-04-20 12:20:13
ebc617e1-5374-12e0-6942-8e9fe164152f,2014-04-20 12:20:13
a02683eb-83f4-7464-cb7f-4548f462d959,2014-08-19 03:56:50
1b5cbdf6-1c08-e51b-af84-ebc32a153ad5,2015-04-13 18:38:31
1affbafe-19ba-f523-ee55-9e42bb818985,2014-04-20 12:20:14
8f2d46c4-59a9-af4f-5695-22050067fc41,2014-04-20 12:20:14
afb5d768-0960-b1f3-5822-1af038887281,2014-04-20 12:20:14
586f5498-d488-63c0-caef-4120e3a7cffe,2014-04-20 12:20:15
3c3be06c-4116-4a5b-08a4-f7dc442fbc17,2014-04-20 12:20:15
a1be4ab3-d96b-7b72-20f6-df076726413f,2014-04-20 12:20:16
78cd7b29-54df-dc2d-3895-767826908bf8,2014-04-20 12:20:16
12075ae7-9fed-2710-de05-f2ca1f666a25,2014-04-20 12:20:16
570869d5-1b72-d36f-0884-491471c3c987,2014-04-20 12:20:17
fb334f78-709c-d741-e81b-5ce91adccc6b,2014-04-20 12:20:17
e1548a77-5cdb-00c3-3e87-fd14eeba041e,2014-04-20 12:20:17
76466947-3d03-ae50-7947-e67630765f20,2014-04-20 12:20:18
bed9e680-d193-3969-8df7-7a6b7d52c2a4,2014-11-05 03:09:06
4a3b0ffc-da36-8f3c-6910-01c1a46a0229,2014-04-20 12:20:18
e3f31d87-e0ce-ad2a-e08f-0cf9e6c72e14,2014-04-20 12:20:20
dceeb811-b61a-682d-4f56-6ee169690f32,2014-04-20 12:20:18
bc0ea9de-2010-8a66-d7aa-2165c5eb07c1,2014-04-20 12:20:18
343f1acb-4c5e-ca0b-aecc-28feb3f008b5,2014-04-20 12:20:19
51e8b589-c2d3-a863-5da5-5c9d72e5d9b4,2014-04-20 12:20:19
0c60f90e-29dc-25c5-4cc6-6d16dddc40d2,2014-04-20 12:20:19
87dfcf8b-cbba-c41a-6a38-d2410944a307,2014-04-20 12:20:20
8a784762-e8b1-2aa9-7c76-1d9462098f9e,2014-04-20 12:20:20
6365a625-f82e-788e-1702-9acee205b424,2014-04-20 12:20:20
f9159958-b09e-389a-fd45-1c7a89c9ae79,2015-07-14 19:08:51
bcd4f09e-8f93-cf58-9abc-5332a7cc9c19,2014-04-20 12:20:21
0bdaeefe-5bd8-6990-aef7-708473ef9e0f,2014-04-20 12:20:21
aae0e741-7b26-1fec-6f02-e2e96f734c32,2014-04-20 12:20:21
0d89d53f-9fed-dcaf-69c8-1fbc8b9f6e0c,2014-04-20 12:20:21
9ac0534a-a6e1-fe7e-5500-0dc069c32737,2014-04-20 12:20:22
03840849-1180-2697-303c-6dd69d06777c,2014-04-20 12:20:22
4d4b70be-d87d-26ee-ba4c-2511a21ebfa2,2014-04-20 12:20:22
283fdb47-eab4-0543-c722-9ddcda914d2c,2014-04-20 12:20:22
d2dfd896-a22f-3b50-e912-2d1a34464720,2014-04-20 12:20:23
428fb837-ce0a-bf0a-c56e-d7f6dccf3fab,2016-02-23 18:37:27.559889
5baf60a6-0192-d38d-1fae-7ff79fd9a575,2014-04-20 12:20:23
ccbc0d3c-fd71-66a9-e855-9c1b48f6eefb,2014-04-20 12:20:23
f4d7bd0e-7844-befd-a3e5-3bc4a6dca79b,2014-04-20 12:20:23
